SurveyRegion	Year	DateTime	Latitude	Longitude	DATE	DATEnum	SITE	substrate	TIME	Number	OBS	WIND	SKY	PRECIP	TEMP	AIRCRAFT	ALT	TideStation	TideHtMeters	TideRelToLow	MinutesToLow	NearestLowMeters	MinutesToHigh	NearestHighMeters	StationLat	StationLon	StationDist
SSEAK	1998	8/26/1998 9:59	56.221	-134.2677	8/26/1998	36033	N of Table Bay	rock	9:59	0	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Table Bay, Kuiu Island, Alaska"	0.25	0.01	-13	0.24	362	3.1	56.1667	-134.25	6139
SSEAK	1998	8/21/1998 7:48	55.4221	-131.3224	8/21/1998	36028	N Osten I.	rock	7:48	88	Olesiuk	lt. winds (16-25 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Gnat Cove, Carroll Inlet, Alaska"	-0.35	0.23	-51	-0.58	338	4.6	55.3833	-131.3333	4364
SSEAK	1998	8/24/1998 10:26	55.4221	-131.3224	8/24/1998	36031	N Osten I.	rock	10:26	90	Olesiuk	lt. breeze (6-15 kts)	partly cloudy	none	61-70 F	Cessna 185	600	"Gnat Cove, Carroll Inlet, Alaska"	0.61	0.92	-106	-0.31	279	4.7	55.3833	-131.3333	4364
SSEAK	1998	8/26/1998 10:15	55.4221	-131.3224	8/26/1998	36033	N Osten I.	rock	10:15	119	Olesiuk	lt. winds (16-25 kts)	high overcast	none	61-70 F	Cessna 185	600	"Gnat Cove, Carroll Inlet, Alaska"	0.32	0.07	-31	0.25	353	4.45	55.3833	-131.3333	4364
SSEAK	1998	8/26/1998 8:47	56.0189	-133.7541	8/26/1998	36033	N Pt. Hardscrabble	rock	8:47	65	Brix	lt. breeze (6-15 kts)	high overcast	none	51-60 F	Cessna 185	700	"Pole Anchorage, Kosciusko Island, Alaska"	0.34	0.13	50	0.21	-318	3.07	55.95	-133.8166	8589
SSEAK	1998	8/21/1998 7:50	56.0512	-132.6012	8/21/1998	36028	N Rocky - SSEAK	rock	7:50	10	Bengtson	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 206	650	"Steamer Bay, Etolin Island, Alaska"	-0.44	0.17	-43	-0.61	344	4.87	56.15	-132.6833	12107
SSEAK	1998	8/22/1998 8:44	56.0512	-132.6012	8/22/1998	36029	N Rocky - SSEAK	rock	8:44	46	Bengtson	calm (<5 kts)	low overcast	none	41-50 F	Cessna 206	650	"Steamer Bay, Etolin Island, Alaska"	-0.26	0.35	-61	-0.61	325	4.98	56.15	-132.6833	12107
SSEAK	1998	8/23/1998 8:23	56.0512	-132.6012	8/23/1998	36030	N Rocky - SSEAK	rock	8:23	40	Bengtson	calm (<5 kts)	fog	none	41-50 F	Cessna 206		"Steamer Bay, Etolin Island, Alaska"	-0.52	0	-6	-0.52	-374	5.25	56.15	-132.6833	12107
SSEAK	1998	8/24/1998 10:15	56.0512	-132.6012	8/24/1998	36031	N Rocky - SSEAK	rock	10:15	2	Bengtson	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 206		"Steamer Bay, Etolin Island, Alaska"	0.3	0.64	-85	-0.34	298	4.97	56.15	-132.6833	12107
SSEAK	1998	8/25/1998 7:49	56.0512	-132.6012	8/25/1998	36032	N Rocky - SSEAK	rock	7:49	58	Bengtson	lt. breeze (6-15 kts)	fog	drizzle	41-50 F	Cessna 206	500	"Steamer Bay, Etolin Island, Alaska"	0.68	0.77	93	-0.09	-269	4.9	56.15	-132.6833	12107
SSEAK	1998	8/19/1998 18:34	54.7958	-132.4711	8/19/1998	36026	N Round I. - SSEAK	rock	18:34	85	Westlake	calm (<5 kts)	partly cloudy	none	61-70 F	Cessna 185	500	"Tah Bay, Alaska"	0.9	0.09	-37	0.81	314	3.82	54.8333	-132.3333	9764
SSEAK	1998	8/22/1998 7:37	54.7958	-132.4711	8/22/1998	36029	N Round I. - SSEAK	rock	7:37	0	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Tah Bay, Alaska"	-0.33	0.02	18	-0.35	-380	3.88	54.8333	-132.3333	9764
SSEAK	1998	8/24/1998 8:31	54.7958	-132.4711	8/24/1998	36031	N Round I. - SSEAK	rock	8:31	38	Westlake	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	500	"Tah Bay, Alaska"	-0.07	0.05	29	-0.12	-358	3.74	54.8333	-132.3333	9764
SSEAK	1998	8/18/1998 18:40	55.9828	-134.0981	8/18/1998	36025	N Spanish I. E.	rock	18:40	30	Seagars					Cessna 185	625	"Coronation Island, Alaska"	1.48	0.57	-120	0.91	243	3.2	55.9	-134.1166	9277
SSEAK	1998	8/19/1998 8:40	55.9828	-134.0981	8/19/1998	36026	N Spanish I. E.	rock	8:40	30	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Coronation Island, Alaska"	1.11	1.41	-186	-0.3	207	2.77	55.9	-134.1166	9277
SSEAK	1998	8/20/1998 6:18	55.9828	-134.0981	8/20/1998	36027	N Spanish I. E.	rock	6:18	53	Seagars		clear	none	41-50 F	Cessna 185	600	"Coronation Island, Alaska"	-0.38	0	1	-0.38	390	2.91	55.9	-134.1166	9277
SSEAK	1998	8/21/1998 8:15	55.9828	-134.0981	8/21/1998	36028	N Spanish I. E.	rock	8:15	68	Seagars		clear	none	41-50 F	Cessna 185	625	"Coronation Island, Alaska"	-0.09	0.32	-76	-0.41	310	3.02	55.9	-134.1166	9277
SSEAK	1998	8/23/1998 10:16	55.9828	-134.0981	8/23/1998	36030	N Spanish I. E.	rock	10:16	0	Seagars		fog	none	41-50 F	Cessna 185	600	"Coronation Island, Alaska"	0.57	0.86	-127	-0.29	253	3.12	55.9	-134.1166	9277
SSEAK	1998	8/23/1998 10:40	55.9828	-134.0981	8/23/1998	36030	N Spanish I. E.	rock	10:40	54	Seagars		fog	none	41-50 F	Cessna 185	600	"Coronation Island, Alaska"	0.88	1.17	-151	-0.29	229	3.12	55.9	-134.1166	9277
SSEAK	1998	8/26/1998 10:46	55.9828	-134.0981	8/26/1998	36033	N Spanish I. E.	rock	10:46	30	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Coronation Island, Alaska"	0.43	0.19	-64	0.24	314	3.01	55.9	-134.1166	9277
SSEAK	1998	8/20/1998 7:25	54.8804	-132.413	8/20/1998	36027	N Wallace Rock	rock	7:25	76	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Hunter Bay, Alaska"	-0.22	0.13	-46	-0.35	337	3.49	54.8667	-132.3166	6352
SSEAK	1998	8/22/1998 9:36	54.8804	-132.413	8/22/1998	36029	N Wallace Rock	rock	9:36	93	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Hunter Bay, Alaska"	0.31	0.66	-101	-0.35	276	3.66	54.8667	-132.3166	6352
SSEAK	1998	8/21/1998 7:26	54.9928	-133.1602	8/21/1998	36028	N Welcome Pt.	rock	7:26	8	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Sakie Bay, Dall Island, Alaska"	-0.41	0	-5	-0.41	376	2.87	55.0667	-133.2	8594
SSEAK	1998	8/23/1998 7:39	54.9928	-133.1602	8/23/1998	36030	N Welcome Pt.	rock	7:39	64	Westlake	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	500	"Sakie Bay, Dall Island, Alaska"	-0.14	0.15	52	-0.29	-338	3.13	55.0667	-133.2	8594
SSEAK	1998	8/25/1998 8:30	54.9928	-133.1602	8/25/1998	36032	N Welcome Pt.	rock	8:30	23	Westlake	calm (<5 kts)	fog	drizzle	51-60 F	Cessna 185	500	"Sakie Bay, Dall Island, Alaska"	0.23	0.2	63	0.03	-315	2.91	55.0667	-133.2	8594
SSEAK	1998	8/23/1998 9:07	54.9619	-130.6441	8/23/1998	36030	N Willard Inlet	rock	9:07	26	Olesiuk	lt. winds (16-25 kts)	low overcast	drizzle	61-70 F	Cessna 185	600	"Nakat Harbor, Alaska"	-0.34	0.18	-45	-0.52	326	4.52	54.8167	-130.7	16539
SSEAK	1998	8/27/1998 11:43	54.9619	-130.6441	8/27/1998	36034	N Willard Inlet	rock	11:43	9	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Nakat Harbor, Alaska"	0.87	0.3	-70	0.57	298	4.05	54.8167	-130.7	16539
SSEAK	1998	8/23/1998 9:47	54.9487	-130.7511	8/23/1998	36030	Nakat Inlet	rock	9:47	28	Olesiuk	lt. winds (16-25 kts)	low overcast	drizzle	61-70 F	Cessna 185	600	"Nakat Harbor, Alaska"	0.11	0.63	-85	-0.52	286	4.52	54.8167	-130.7	15040
SSEAK	1998	8/27/1998 11:35	54.9487	-130.7511	8/27/1998	36034	Nakat Inlet	rock	11:35	38	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Nakat Harbor, Alaska"	0.81	0.24	-62	0.57	306	4.05	54.8167	-130.7	15040
SSEAK	1998	8/22/1998 8:44	55.253	-132.869	8/22/1998	36029	Natzuhini Bay	rock	8:44	38	Westlake	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	500	"Soda Bay, Tlevak Strait, Alaska"	-0.21	0.14	-45	-0.35	333	3.76	55.2667	-132.9666	6366
SSEAK	1998	8/25/1998 10:14	55.253	-132.869	8/25/1998	36032	Natzuhini Bay	rock	10:14	66	Westlake	calm (<5 kts)	fog	drizzle	51-60 F	Cessna 185	500	"Soda Bay, Tlevak Strait, Alaska"	0.15	0.09	-39	0.06	334	3.74	55.2667	-132.9666	6366
SSEAK	1998	8/26/1998 10:39	55.253	-132.869	8/26/1998	36033	Natzuhini Bay	rock	10:39	52	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Soda Bay, Tlevak Strait, Alaska"	0.33	0.06	-33	0.27	340	3.68	55.2667	-132.9666	6366
SSEAK	1998	8/21/1998 6:52	55.0333	-131.3442	8/21/1998	36028	NE Annette Pt.	rock	6:52	4	Olesiuk	lt. winds (16-25 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Mary Island Anchorage, Revillagigedo Channel, Alaska"	-0.58	0	4	-0.58	-370	4.99	55.1	-131.2	11801
SSEAK	1998	8/25/1998 9:55	55.0333	-131.3442	8/25/1998	36032	NE Annette Pt.	rock	9:55	0	Olesiuk	lt. winds (16-25 kts)	low overcast	none	61-70 F	Cessna 185	600	"Mary Island Anchorage, Revillagigedo Channel, Alaska"	0.1	0.16	-44	-0.06	340	4.6	55.1	-131.2	11801
SSEAK	1998	8/27/1998 10:26	55.0333	-131.3442	8/27/1998	36034	NE Annette Pt.	rock	10:26	45	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Mary Island Anchorage, Revillagigedo Channel, Alaska"	0.61	0.01	-9	0.6	-362	4.02	55.1	-131.2	11801
SSEAK	1998	8/20/1998 8:15	55.1198	-131.7403	8/20/1998	36027	NE Bronaugh I.	rock	8:15	22	Olesiuk	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	0.46	0.94	-112	-0.48	271	4.2	55.1667	-131.8	6443
SSEAK	1998	8/25/1998 9:26	55.1198	-131.7403	8/25/1998	36032	NE Bronaugh I.	rock	9:26	41	Olesiuk	lt. winds (16-25 kts)	low overcast	none	61-70 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	-0.06	0	-8	-0.06	368	4.38	55.1667	-131.8	6443
SSEAK	1998	8/27/1998 9:40	55.1198	-131.7403	8/27/1998	36034	NE Bronaugh I.	rock	9:40	3	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	0.72	0.12	44	0.6	-317	3.8	55.1667	-131.8	6443
SSEAK	1998	8/21/1998 7:09	55.8801	-133.2625	8/21/1998	36028	NE of Tuxekan I./Tuxekan Passage	rock	7:09	47	Brix	lt. breeze (6-15 kts)	high overcast	none	51-60 F	Cessna 185	725	"Tuxekan, 0.5 mile south of, Davidson Inlet, Alaska"	-0.44	0		-0.44	375	3.05	55.8833	-133.25	856
SSEAK	1998	8/25/1998 8:54	55.8801	-133.2625	8/25/1998	36032	NE of Tuxekan I./Tuxekan Passage	rock	8:54	42	Brix	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	700	"Tuxekan, 0.5 mile south of, Davidson Inlet, Alaska"	0.04	0.04	27	0	-357	3.09	55.8833	-133.25	856
SSEAK	1998	8/23/1998 8:46	55.537	-133.2811	8/23/1998	36030	NE San Fernando I.	rock	8:46	3	Brix	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Cruz Pass, San Fernando Island, Alaska"	-0.26	0.06	-32	-0.32	344	2.9	55.5333	-133.3166	2269
SSEAK	1998	8/25/1998 7:39	55.537	-133.2811	8/25/1998	36032	NE San Fernando I.	rock	7:39	15	Brix	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	700	"Cruz Pass, San Fernando Island, Alaska"	0.45	0.45	97	0	-280	2.84	55.5333	-133.3166	2269
SSEAK	1998	8/20/1998 9:50	55.3508	-133.3531	8/20/1998	36027	NE Suemez I.	rock	9:50	19	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Cape Flores, Ulloa Channel, Alaska"	1.25	1.67	-203	-0.42	181	2.61	55.35	-133.3166	2307
SSEAK	1998	8/23/1998 8:11	55.3508	-133.3531	8/23/1998	36030	NE Suemez I.	rock	8:11	15	Westlake	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	500	"Cape Flores, Ulloa Channel, Alaska"	-0.32	0	6	-0.32	381	2.81	55.35	-133.3166	2307
SSEAK	1998	8/19/1998 6:47	55.7938	-131.5429	8/19/1998	36026	Neets Bay	rock	6:47	95	Olesiuk	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	600	"Shrimp Bay, Alaska"	0.05	0.35	-68	-0.3	318	4.32	55.85	-131.4666	7857
SSEAK	1998	8/24/1998 8:20	55.7938	-131.5429	8/24/1998	36031	Neets Bay	rock	8:20	99	Olesiuk	lt. breeze (6-15 kts)	partly cloudy	none	61-70 F	Cessna 185	600	"Shrimp Bay, Alaska"	-0.24	0.07	27	-0.31	-344	4.99	55.85	-131.4666	7857
SSEAK	1998	8/26/1998 8:26	55.7938	-131.5429	8/26/1998	36033	Neets Bay	rock	8:26	132	Olesiuk	lt. winds (16-25 kts)	high overcast	none	61-70 F	Cessna 185	600	"Shrimp Bay, Alaska"	0.81	0.56	85	0.25	-279	4.5	55.85	-131.4666	7857
SSEAK	1998	8/21/1998 6:58	56.3445	-132.0049	8/21/1998	36028	Neptune	rock	6:58	19	Bengtson	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 206	650	"Blake Island, Bradfield Canal, Alaska"	-0.59	0.02	12	-0.61	-366	5.33	56.2167	-131.9166	15222
SSEAK	1998	8/22/1998 6:47	56.3445	-132.0049	8/22/1998	36029	Neptune	rock	6:47	25	Bengtson	calm (<5 kts)	fog	drizzle	41-50 F	Cessna 206	650	"Blake Island, Bradfield Canal, Alaska"	-0.25	0.36	59	-0.61	-314	5.37	56.2167	-131.9166	15222
SSEAK	1998	8/23/1998 6:49	56.3445	-132.0049	8/23/1998	36030	Neptune	rock	6:49	71	Bengtson	calm (<5 kts)	fog	none	41-50 F	Cessna 206		"Blake Island, Bradfield Canal, Alaska"	0.32	0.84	91	-0.52	-278	5.32	56.2167	-131.9166	15222
SSEAK	1998	8/24/1998 8:15	56.3445	-132.0049	8/24/1998	36031	Neptune	rock	8:15	46	Bengtson	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 206		"Blake Island, Bradfield Canal, Alaska"	-0.2	0.14	38	-0.34	-329	5.18	56.2167	-131.9166	15222
SSEAK	1998	8/25/1998 9:44	56.3445	-132.0049	8/25/1998	36032	Neptune	rock	9:44	44	Bengtson	lt. breeze (6-15 kts)	partly cloudy	none	41-50 F	Cessna 206	500	"Blake Island, Bradfield Canal, Alaska"	-0.06	0.03	-19	-0.09	362	4.93	56.2167	-131.9166	15222
SSEAK	1998	8/19/1998 7:54	56.2255	-132.8707	8/19/1998	36026	Nesbitt Reef	rock	7:54	140	Jansen					Cessna 180	400	"Exchange Cove, Alaska"	0.82	1.15	-131	-0.33	259	4.05	56.2	-133.0666	12439
SSEAK	1998	8/20/1998 8:36	56.2255	-132.8707	8/20/1998	36027	Nesbitt Reef	rock	8:36	210	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	0.7	1.21	-128	-0.51	260	4.3	56.2	-133.0666	12439
SSEAK	1998	8/21/1998 9:00	56.2255	-132.8707	8/21/1998	36028	Nesbitt Reef	rock	9:00	191	Jansen	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	0.41	1.02	-112	-0.61	274	4.48	56.2	-133.0666	12439
SSEAK	1998	8/24/1998 8:43	56.2255	-132.8707	8/24/1998	36031	Nesbitt Reef	rock	8:43	160	Jansen	lt. winds (16-25 kts)	low overcast	drizzle	41-50 F	Cessna 180	400	"Exchange Cove, Alaska"	-0.34	0	8	-0.34	-359	4.72	56.2	-133.0666	12439
SSEAK	1998	8/26/1998 12:49	56.2255	-132.8707	8/26/1998	36033	Nesbitt Reef	rock	12:49	0	Jansen	calm (<5 kts)	fog	none	51-60 F	Cessna 180	400	"Exchange Cove, Alaska"	2.03	1.81	-174	0.22	207	4.33	56.2	-133.0666	12439
SSEAK	1998	8/19/1998 17:14	55.5039	-130.9469	8/19/1998	36026	New Eddy Proper	rock	17:14	0	Swain	calm (<5 kts)	clear	none	61-70 F	Cessna 185	700	"Shoalwater Pass, Alaska"	0.94	0.08	34	0.86	-311	4.23	55.4333	-130.9166	8074
SSEAK	1998	8/21/1998 8:39	55.5039	-130.9469	8/21/1998	36028	New Eddy Proper	rock	8:39	7	Swain	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 185	900	"Shoalwater Pass, Alaska"	0.19	0.77	-94	-0.58	285	4.66	55.4333	-130.9166	8074
SSEAK	1998	8/22/1998 6:43	55.5039	-130.9469	8/22/1998	36029	New Eddy Proper	rock	6:43	46	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	700	"Shoalwater Pass, Alaska"	-0.25	0.33	58	-0.58	-322	5.09	55.4333	-130.9166	8074
SSEAK	1998	8/24/1998 7:54	55.5039	-130.9469	8/24/1998	36031	New Eddy Proper	rock	7:54	57	Swain	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 185	700	"Shoalwater Pass, Alaska"	-0.04	0.27	54	-0.31	-320	4.9	55.4333	-130.9166	8074
SSEAK	1998	8/25/1998 11:00	55.5039	-130.9469	8/25/1998	36032	New Eddy Proper	rock	11:00	0	Swain	calm (<5 kts)	high overcast	none	51-60 F	Cessna 185	550	"Shoalwater Pass, Alaska"	0.74	0.8	-100	-0.06	274	4.66	55.4333	-130.9166	8074
SSEAK	1998	8/20/1998 6:26	56.0196	-132.1117	8/20/1998	36027	Niblack	rock	6:26	72	Bengtson	lt. breeze (6-15 kts)	clear	none	41-50 F	Cessna 206	650	"Dewey Anchorage, Etolin Island, Alaska"	-0.5	0.01	12	-0.51	-375	5.06	55.9167	-132.3666	19559
SSEAK	1998	8/21/1998 6:35	56.0196	-132.1117	8/21/1998	36028	Niblack	rock	6:35	55	Bengtson	calm (<5 kts)	partly cloudy	none	41-50 F	Cessna 206	650	"Dewey Anchorage, Etolin Island, Alaska"	-0.43	0.18	43	-0.61	-339	5.18	55.9167	-132.3666	19559
SSEAK	1998	8/22/1998 6:26	56.0196	-132.1117	8/22/1998	36029	Niblack	rock	6:26	106	Bengtson	calm (<5 kts)	fog	drizzle	41-50 F	Cessna 206	650	"Dewey Anchorage, Etolin Island, Alaska"	0.14	0.75	88	-0.61	-290	5.21	55.9167	-132.3666	19559
SSEAK	1998	8/23/1998 6:30	56.0196	-132.1117	8/23/1998	36030	Niblack	rock	6:30	105	Bengtson	calm (<5 kts)	fog	none	41-50 F	Cessna 206		"Dewey Anchorage, Etolin Island, Alaska"	0.78	1.3	118	-0.52	-256	5.16	55.9167	-132.3666	19559
SSEAK	1998	8/24/1998 7:56	56.0196	-132.1117	8/24/1998	36031	Niblack	rock	7:56	81	Bengtson	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 206		"Dewey Anchorage, Etolin Island, Alaska"	0.06	0.4	65	-0.34	-307	5.02	55.9167	-132.3666	19559
SSEAK	1998	8/25/1998 10:04	56.0196	-132.1117	8/25/1998	36032	Niblack	rock	10:04	117	Bengtson	lt. breeze (6-15 kts)	partly cloudy	none	41-50 F	Cessna 206	500	"Dewey Anchorage, Etolin Island, Alaska"	-0.01	0.08	-31	-0.09	345	4.78	55.9167	-132.3666	19559
SSEAK	1998	8/19/1998 6:45	56.4146	-133.7837	8/19/1998	36026	NNE of Sumner I.	rock	6:45	8	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	-0.05	0.25	-66	-0.3	319	3.32	56.4167	-133.8	1026
SSEAK	1998	8/21/1998 6:38	56.4146	-133.7837	8/21/1998	36028	NNE of Sumner I.	rock	6:38	0	Seagars		clear	none	41-50 F	Cessna 185	625	"Sumner Island, Alaska"	-0.37	0.04	26	-0.41	-378	3.87	56.4167	-133.8	1026
SSEAK	1998	8/24/1998 7:40	56.4146	-133.7837	8/24/1998	36031	NNE of Sumner I.	rock	7:40	0	Seagars	lt. winds (16-25 kts)	fog	drizzle	51-60 F	Cessna 185	625	"Sumner Island, Alaska"	0.12	0.27	65	-0.15	-322	3.74	56.4167	-133.8	1026
SSEAK	1998	8/26/1998 12:24	56.4146	-133.7837	8/26/1998	36033	NNE of Sumner I.	rock	12:24	0	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Sumner Island, Alaska"	1.51	1.27	-157	0.24	213	3.56	56.4167	-133.8	1026
SSEAK	1998	8/18/1998 18:07	56.0685	-134.1043	8/18/1998	36025	North I.- SSEAK	rock	18:07	35	Seagars					Cessna 185	625	"Port McArthur, Kuiu Island, Alaska"	1.12	0.24	-77	0.88	281	3.13	56.0667	-134.1166	788
SSEAK	1998	8/19/1998 8:09	56.0685	-134.1043	8/19/1998	36026	North I.- SSEAK	rock	8:09	0	Seagars		high overcast	none	51-60 F	Cessna 185	600	"Port McArthur, Kuiu Island, Alaska"	0.61	0.94	-145	-0.33	243	2.71	56.0667	-134.1166	788
SSEAK	1998	8/21/1998 7:54	56.0685	-134.1043	8/21/1998	36028	North I.- SSEAK	rock	7:54	49	Seagars		clear	none	41-50 F	Cessna 185	625	"Port McArthur, Kuiu Island, Alaska"	-0.33	0.11	-45	-0.44	336	2.96	56.0667	-134.1166	788
SSEAK	1998	8/24/1998 9:15	56.0685	-134.1043	8/24/1998	36031	North I.- SSEAK	rock	9:15	45	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	625	"Port McArthur, Kuiu Island, Alaska"	-0.15	0.03	-25	-0.18	350	3.05	56.0667	-134.1166	788
SSEAK	1998	8/26/1998 11:00	56.0685	-134.1043	8/26/1998	36033	North I.- SSEAK	rock	11:00	47	Seagars	lt. winds (16-25 kts)	fog	rain	51-60 F	Cessna 185	600	"Port McArthur, Kuiu Island, Alaska"	0.42	0.21	-68	0.21	305	2.95	56.0667	-134.1166	788
SSEAK	1998	8/21/1998 6:25	55.7156	-133.3391	8/21/1998	36028	Nossuk Bay	rock	6:25	26	Brix	lt. breeze (6-15 kts)	high overcast	none	51-60 F	Cessna 185	725	"Tuxekan Passage (south end), Davidson Inlet, Alaska"	-0.31	0.13	47	-0.44	-353	3.32	55.7667	-133.2833	6664
SSEAK	1998	8/25/1998 8:19	55.7156	-133.3391	8/25/1998	36032	Nossuk Bay	rock	8:19	28	Brix	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	700	"Tuxekan Passage (south end), Davidson Inlet, Alaska"	0.22	0.22	65	0	-312	3.06	55.7667	-133.2833	6664
SSEAK	1998	8/20/1998 7:08	54.7939	-132.4829	8/20/1998	36027	NW Barrier I.	rock	7:08	53	Westlake	calm (<5 kts)	partly cloudy	none	51-60 F	Cessna 185	500	"Tah Bay, Alaska"	-0.3	0.05	-29	-0.35	352	3.46	54.8333	-132.3333	10539
SSEAK	1998	8/24/1998 8:01	54.7939	-132.4829	8/24/1998	36031	NW Barrier I.	rock	8:01	22	Westlake	lt. breeze (6-15 kts)	fog	none	51-60 F	Cessna 185	500	"Tah Bay, Alaska"	0.1	0.22	59	-0.12	-328	3.74	54.8333	-132.3333	10539
SSEAK	1998	8/26/1998 8:57	54.7939	-132.4829	8/26/1998	36033	NW Barrier I.	rock	8:57	26	Westlake	calm (<5 kts)	low overcast	drizzle	51-60 F	Cessna 185	500	"Tah Bay, Alaska"	0.5	0.23	65	0.27	-310	3.43	54.8333	-132.3333	10539
SSEAK	1998	8/20/1998 8:40	55.128	-131.749	8/20/1998	36027	NW Bronaugh I.	rock	8:40	33	Olesiuk	lt. breeze (6-15 kts)	low overcast	drizzle	51-60 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	0.87	1.35	-137	-0.48	246	4.2	55.1667	-131.8	5381
SSEAK	1998	8/25/1998 9:23	55.128	-131.749	8/25/1998	36032	NW Bronaugh I.	rock	9:23	16	Olesiuk	lt. winds (16-25 kts)	low overcast	none	61-70 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	-0.06	0	-5	-0.06	371	4.38	55.1667	-131.8	5381
SSEAK	1998	8/27/1998 9:37	55.128	-131.749	8/27/1998	36034	NW Bronaugh I.	rock	9:37	0	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Nehenta Bay, Gravina Island, Alaska"	0.74	0.14	47	0.6	-314	3.8	55.1667	-131.8	5381
SSEAK	1998	8/25/1998 9:40	55.9592	-133.3498	8/25/1998	36032	NW El Capitan I.	rock	9:40	96	Brix	calm (<5 kts)	low overcast	none	51-60 F	Cessna 185	700	"El Capitan Island, Davidson Inlet, Alaska"	0.02	0.02	-22	0	354	3.1	55.9333	-133.3333	3052
SSEAK	1998	8/21/1998 5:45	55.2985	-131.8631	8/21/1998	36028	NW Gravina I.	rock	5:45	6	Olesiuk	lt. winds (16-25 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Vallenar Point, Alaska"	-0.11	0.47	71	-0.58	-308	4.96	55.4333	-131.85	15013
SSEAK	1998	8/25/1998 9:13	55.2985	-131.8631	8/25/1998	36032	NW Gravina I.	rock	9:13	0	Olesiuk	lt. winds (16-25 kts)	low overcast	none	61-70 F	Cessna 185	600	"Vallenar Point, Alaska"	-0.06	0	-2	-0.06	-367	4.59	55.4333	-131.85	15013
SSEAK	1998	8/27/1998 9:30	55.2985	-131.8631	8/27/1998	36034	NW Gravina I.	rock	9:30	12	Olesiuk	lt. breeze (6-15 kts)	high overcast	none	61-70 F	Cessna 185	600	"Vallenar Point, Alaska"	0.75	0.15	47	0.6	-311	3.99	55.4333	-131.85	15013
SSEAK	1998	8/21/1998 6:19	55.1925	-131.3745	8/21/1998	36028	NW Lewis I.	rock	6:19	70	Olesiuk	lt. winds (16-25 kts)	partly cloudy	none	51-60 F	Cessna 185	600	"Hassler Harbor, Annette Island, Alaska"	-0.42	0.16	41	-0.58	-339	5.02	55.2167	-131.4333	4596
