"","Year","Month","Station","DIN","DIP","CHLFa","SIL","TN","TP","SAL","T","ZS"
"3057",1998,11,"HAMM",50.43,1.68,0.64,27.41,68.14,2.32,31.19,9.57,8
"3058",1998,11,"HANS",223.5,5.55,2.28,142.4,353.93,8.69,10.64,9.72,45
"3060",1998,11,"LODS",57.5,1.61,0.8,25.28,76.79,2.39,30.4,8.97,9
"3061",1998,11,"MARS",66.645,1.305,3.77,34.175,106.325,4.25,25.04,8.55,71.5
"3064",1998,11,"N20",26.57,1.07,1.08,14.13,36.93,1.42,32.78,10.76,4
"3065",1998,11,"N70",4.29,0.29,1.52,2.31,11.93,0.61,34.99,11.9,4
"3068",1998,11,"SOEL",216.29,13.72,2.42,206.48,272.36,14.34,14.36,7.67,2
"3070",1998,11,"T010",50.14,1.13,1.58,26.63,63,1.58,29.05,8.79,5
"3071",1998,11,"T100",3.36,0.42,1.1,3.7,7.93,0.68,34.64,10.49,1
"3072",1998,11,"T135",1.71,0.29,1.52,1.64,7,0.58,34.73,9.93,1
"3073",1998,11,"T175",2.79,0.39,0.64,1.57,8.14,0.61,34.7,9.6,2
"3074",1998,11,"T235",2.5,0.29,1.7,1.78,9.57,0.52,34.83,8.75,2
"3077",1998,11,"W20",19.5,0.81,1.22,10.43,30.07,1.1,33.93,10.65,4
"3078",1998,11,"W70",5,0.29,1.66,3.7,11.14,0.58,35.2,12.69,3
"3079",1998,11,"WISS",38.36,1.39,1.12,24.21,58.64,2.62,32.26,9.79,22
"3080",1998,11,"ZIJP",76.43,2.03,0.78,34.89,97.71,2.55,28.67,9.4,3
"3081",1998,11,"ZUID",52.86,1.39,8.98,46.28,123.43,7.17,28.08,7.2,138
"3082",1998,12,"DANT",47.79,0.97,4.36,26.7,90.29,4.26,30.25,2.1,112
"3085",1998,12,"GROO",331.36,2,3.46,160.2,435,13.01,7.18,5,253
"3087",1998,12,"HANS",332.29,4.84,1.94,128.16,381.36,9.53,10.71,4.42,68
"3088",1998,12,"HUIB",71.07,1.23,1.92,35.6,93.29,2.26,27.8,3.8,19
"3090",1998,12,"MARS",39.43,1.03,1.44,21.36,57.79,2.36,30.1,10,35
"3093",1998,12,"N20",24.57,0.71,0.64,12.99,32.93,0.94,32.71,7.4,4
"3094",1998,12,"N70",4.57,0.29,0.92,2.88,10.79,0.45,35.19,9.06,2
"3097",1998,12,"SOEL",204.29,13.88,1.12,220.72,247.14,14.89,14.24,5.72,2
"3099",1998,12,"T010",29.71,0.81,0.92,15.17,39.29,1,32,6.4,4
"3100",1998,12,"T100",3.71,0.45,0.76,3.38,8.71,0.61,34.66,7.68,2
"3101",1998,12,"T135",3.82,0.42,1,2.63,9.07,0.58,34.65,7.69,3
"3102",1998,12,"T175",3.21,0.39,0.52,1.89,8.79,0.55,34.71,7.11,3
"3103",1998,12,"T235",3.29,0.39,1.84,1.39,8.57,0.58,34.92,6.74,2
"3104",1998,12,"VLIS",92.5,2.16,1.4,39.16,124.29,3.97,28.77,4.97,42
"3106",1998,12,"W20",47.43,1.49,0.62,21.86,60,1.91,32.25,6.19,8
"3109",1998,12,"ZIJP",80.64,1.84,0.5,32.04,98.93,2.29,29.38,3.58,2
"3110",1998,12,"ZUID",76.57,1.68,3.74,53.4,128.07,5.75,26.09,5.7,85
"3111",1999,1,"DANT",88.71,1.19,9.1,44.5,147.64,6.07,24.7,3.6,111
"3112",1999,1,"DREI",44.5,1.42,1.3,16.2,65.36,1.87,27.35,5.02,3
"3114",1999,1,"GROO",303.86,2.39,6.26,137.06,458.57,21.41,9.91,3.7,353
"3115",1999,1,"HAMM",69.64,1.58,0.64,29.41,85.79,2.16,30.4,5.2,10
"3116",1999,1,"HANS",375.93,4.36,1.02,149.52,419.79,6.88,10.49,5.93,26
"3117",1999,1,"HUIB",56.29,1.07,1.82,30.08,75.57,2.2,29.29,4.2,21
"3118",1999,1,"LODS",75.14,1.55,0.88,28.48,91.57,2.16,29.33,4.75,8
"3119",1999,1,"MARS",47.36,1.16,1.24,20.51,67.36,2.36,31.05,5.69,26
"3122",1999,1,"N20",62.21,1.36,0.78,26.34,68.93,1.65,30.58,5.55,4
"3123",1999,1,"N70",7.93,0.42,1.5,2.63,14.57,0.77,35.15,8.01,6
"3125",1999,1,"SOEL",204.29,13.3,0.76,222.14,258.07,14.72,12.71,4.86,2
"3126",1999,1,"T004",57.21,1.13,2.12,24.97,72.46,2.16,30.1,6.25,22.5
"3127",1999,1,"T010",48.29,1.03,0.4,20.65,58.36,1.39,31.14,6.43,6
"3128",1999,1,"T100",4.71,0.48,0.74,3.06,10.07,0.61,34.65,6.79,3
"3129",1999,1,"T135",4.07,0.39,0.62,1.82,8.93,0.61,34.79,6.18,2
"3130",1999,1,"T175",5.36,0.45,0.28,2.53,12.07,0.68,34.84,6.13,2
"3131",1999,1,"T235",5.07,0.45,0.22,3.06,10.43,0.71,34.89,6.84,3
"3132",1999,1,"VLIS",152.43,2.45,0.98,56.96,176.64,3.62,25.83,5.81,23
"3133",1999,1,"W02",51.71,1.36,1.02,21.47,95.93,6.26,32.15,5.76,129
"3134",1999,1,"W20",24.71,0.84,0.68,8.65,29.93,1.03,33.87,7.34,3
"3135",1999,1,"W70",7.86,0.45,0.52,3.06,12.71,1.23,35.24,8.99,3
"3136",1999,1,"WISS",62.79,1.49,0.82,26.98,77.29,2.1,31.01,5.31,12
"3137",1999,1,"ZIJP",102.36,1.68,0.5,38.09,122.57,2.1,28.29,5.03,3
"3138",1999,1,"ZUID",67.64,1.39,3.82,43.08,109.07,4.46,27.89,2.6,65
"3139",1999,2,"DANT",75.215,0.905,9.125,35.385,147.68,7.25,26.86,3.1,168.65
"3140",1999,2,"DREI",40.21,0.84,5,11.04,61.07,1.45,27.34,3.13,2
"3142",1999,2,"GROO",310,1.84,4.41,148.81,440,15.77,7.62,2.5,291
"3143",1999,2,"HAMM",78.5,1.39,0.92,30.97,93.21,2.03,29.14,4.22,11
"3144",1999,2,"HANS",398,4.17,1.06,154.5,426.43,6.62,9.52,5.29,22
"3145",1999,2,"HUIB",72.395,1.03,2.56,33.785,94.68,2.325,28.535,3.55,40.5
"3146",1999,2,"LODS",76.36,1.23,1.52,25.7,91.71,1.71,29.3,3.57,6
"3147",1999,2,"MARS",78.43,1,2.22,35.96,97.79,2.1,26.48,3.46,24
"3150",1999,2,"N20",51.14,1.03,2.3,17.48,61.07,1.49,31.07,5.21,14
"3154",1999,2,"SOEL",213,11.82,1.54,199.36,255.36,12.82,12.15,4.75,2
"3163",1999,2,"W20",43.71,1.1,1.18,13.53,51.57,1.36,32.34,5.5,4
"3164",1999,2,"W70",7.14,0.42,1.26,2.06,14,0.61,35.25,7.51,4
"3165",1999,2,"WISS",75.14,1.32,1.24,29.09,89.36,1.97,29.02,4.46,14
"3166",1999,2,"ZIJP",90.43,1.45,0.78,33.64,104.14,1.87,28.97,4.16,4
"3167",1999,2,"ZUID",59.18,0.97,5.45,36.915,104.57,5.055,29.015,3.05,91
"3168",1999,3,"DANT",75.035,0.61,19,20.705,131.105,4.26,25.97,6.9,100.5
"3169",1999,3,"DREI",37.355,0.5,5.92,8.155,59.07,1.175,26.99,6.755,2
"3171",1999,3,"GROO",290.575,2.405,3.62,123.885,380.075,5.78,8.155,7.3,136.5
"3172",1999,3,"HAMM",72.715,1.13,1.65,23.605,90.25,1.76,29.555,6.275,11.5
"3173",1999,3,"HANS",410.29,3.81,2,140.98,451.29,6.91,7.33,6.39,35
"3174",1999,3,"HUIB",81.575,0.82,5.11,28.995,108.32,1.435,27.155,6.1,13
"3175",1999,3,"LODS",74.285,0.855,6.2,11.535,93.715,1.6,28.435,6.475,12
"3179",1999,3,"N20",35.075,0.47,14.8,7.69,48.64,1.05,31.625,6.905,5
"3182",1999,3,"SOEL",190.425,9.64,6.55,160.555,243.75,10.07,11.035,7.825,1
"3183",1999,3,"T004",47.18,0.645,6.03,17.39,68.645,1.15,28.905,6.95,5
"3184",1999,3,"T010",34.64,0.385,4.97,10.5,49.715,0.825,31.135,6.87,2.5
"3185",1999,3,"T100",4.855,0.48,0.7,2.76,10.715,0.66,34.68,5.855,1.5
"3186",1999,3,"T135",3.325,0.36,0.85,1.03,9.64,0.565,34.88,5.735,1
"3187",1999,3,"T175",3.465,0.36,1.06,1.21,8.75,0.535,34.97,5.895,1.5
"3188",1999,3,"T235",1.66,0.24,3.24,0.73,9.82,0.485,34.925,6.285,1.5
"3189",1999,3,"VLIS",140.21,2,1.94,48.77,173.36,3.68,25.75,6.03,42
"3191",1999,3,"W20",46,0.84,1.9,11.11,55,1.13,32.59,6.94,7
"3192",1999,3,"W70",15.43,0.68,1.8,5.73,24.36,0.9,34.88,7.06,12
"3193",1999,3,"WISS",65.54,1.095,2.74,21.18,84.14,2.1,30.425,6.355,22
"3194",1999,3,"ZIJP",114.105,1.195,1.92,33.805,130.785,1.63,26.73,6.225,5
"3196",1999,4,"DANT",25.785,0.175,30.3,7.315,90.965,3.375,26.175,10.6,75.5
"3197",1999,4,"DREI",10.895,0.08,9.97,2.03,38.175,1.065,27.495,10.495,2
"3199",1999,4,"GROO",188.96,2.265,8.39,103.595,337.175,14.225,9.925,12.05,368.5
"3200",1999,4,"HAMM",59.32,0.65,8.21,11.5,74.43,1.275,30.005,9.495,5
"3201",1999,4,"HANS",257.86,3.33,3.62,96.12,301.93,6.59,14.59,10.18,52
"3202",1999,4,"HUIB",22.5,0.16,20.2,3.4,65.5,1.89,28.405,10,34
"3203",1999,4,"LODS",66.965,0.71,2.99,14.06,82.79,1.165,28.795,10.115,3.5
"3204",1999,4,"MARS",39.645,0.16,24,2.78,78.285,1.94,25.945,10.265,25.5
"3205",1999,4,"N02",37.43,0.32,16.6,7.16,64.14,1.36,29.82,8.47,11
"3206",1999,4,"N10",28.8333333333333,0.173333333333333,18.6666666666667,6.44333333333333,53.5,1.08666666666667,29.6833333333333,9.38333333333333,4.66666666666667
"3207",1999,4,"N20",11.86,0.13,19.2,2.39,29.07,0.61,33.22,8.52,5
"3221",1999,4,"W02",26.71,0.19,21.6,0.75,52.93,1.84,31.61,9.32,41
"3223",1999,4,"W70",0.54,0.06,13.2,0.43,12.29,0.48,34.99,8.91,4
"3224",1999,4,"WISS",49.215,0.5,11.92,6.885,67.54,1.11,30.69,9.4,7
"3225",1999,4,"ZIJP",78.75,0.855,2.46,14.9,93.29,1.29,28.5,9.66,2.5
"3226",1999,4,"ZUID",46.715,0.66,17,11.555,95.18,3.585,26.5,11.15,88
"3227",1999,5,"DANT",5.035,0.245,21.65,1.315,63.57,3.41,30.78,14.8,51
"3228",1999,5,"DREI",1.18,0.805,7.41,2.6,28.285,1.825,28.91,13.74,2.5
"3229",1999,5,"G6",7.36,0.29,1.6,2.35,32.5,1.32,30.49,14.5,4
"3230",1999,5,"GROO",154.18,2.905,5.83,59.455,236.715,8.975,14.15,15.3,110
"3231",1999,5,"HAMM",17.215,0.26,14.64,3.845,47.43,1.175,30.43,13.27,18
"3232",1999,5,"HANS",253.21,3.29,12.02,74.76,302.25,6.085,15.325,13.98,35.5
"3233",1999,5,"HUIB",26.355,0.305,4.26,0.785,56.785,1.23,29.185,13.5,10
"3234",1999,5,"LODS",21.075,0.12,18.8,4.04,55.675,1.145,29.59,13.86,9
"3235",1999,5,"MARS",15.07,0.195,6.2,1.12,50.035,1.535,30.27,13.18,20.5
"3240",1999,5,"R03",40.43,0.32,15,0.82,75.5,1.65,27.42,13.08,11
"3241",1999,5,"R50",3.64,0.03,2.62,0.32,19.71,0.58,33.39,10.78,3
"3242",1999,5,"R70",1.21,0.03,2.2,0.5,12,0.45,33.97,10.35,2
"3244",1999,5,"SOEL",56.68,10.205,13.72,84.19,118.5,11.945,12.985,15.87,2.5
"3251",1999,5,"VLIS",45.285,0.615,18.05,15.525,79.57,1.97,29.18,12.875,33
"3252",1999,5,"W02",8,0.23,7.88,2.28,42.43,1.42,31.51,14.45,18
"3253",1999,5,"W20",5.64,0.26,1.32,4.38,29.86,1.16,32.72,13.8,3
"3254",1999,5,"W70",0.46,0.16,1.48,1.03,13.79,0.55,34.93,12.42,5
"3255",1999,5,"WISS",12.965,0.185,12.87,4.235,42.32,1,30.79,13.18,23.5
"3256",1999,5,"ZIJP",41.61,0.575,11.83,7.6,74.715,1.515,28.865,13.25,6
"3257",1999,5,"ZUID",43.82,0.675,17.1,7.69,100.75,4.405,26.71,13.1,59.5
"3258",1999,6,"DANT",8.02,0.615,27.2,4.485,67.57,4.525,27.445,16,64
"3259",1999,6,"DREI",1.16,1.725,8.91,1.495,29.68,3.23,29.39,18.915,2
"3260",1999,6,"G6",32.79,0.48,9.96,6.12,57.14,1.55,26.14,17.19,19
"3261",1999,6,"GROO",96.535,3.31,5.59,57.49,178.285,9.22,17.525,16.7,124.5
"3262",1999,6,"HAMM",10.8566666666667,0.536666666666667,7.93333333333333,5.10333333333333,32.9533333333333,1.46333333333333,30.75,17.1566666666667,2.66666666666667
"3263",1999,6,"HANS",196.61,3.73,9.82,41.475,232.325,6.04,19.145,17.515,13.5
"3264",1999,6,"HUIB",9.945,0.675,14.22,3.92,43.425,2.195,30.275,16.1,20.5
"3265",1999,6,"LODS",3.62,0.516666666666667,8.02,5.08,29.9033333333333,1.74333333333333,30.13,18.0933333333333,5.33333333333333
"3266",1999,6,"MARS",6.715,0.08,8.61,0.61,36.355,1.275,28.6,15.68,7
"3267",1999,6,"N02",12.29,0.23,16.8,0.61,39.79,1.49,29.94,16.03,4
"3269",1999,6,"N20",2.64,0.13,14.6,0.43,22.79,0.87,32.37,15.64,3
"3270",1999,6,"N70",0.82,0.1,0.46,0.53,11.93,0.42,35.01,14.42,1
"3271",1999,6,"R03",9.71,0.81,31.6,4.49,50.71,2.55,30.23,16.05,17
"3272",1999,6,"R50",0.64,0.13,5.06,0.39,16.43,0.48,33.14,14.73,2
"3273",1999,6,"R70",0.46,0.1,3.5,0.53,14,0.52,33.75,14.48,2
"3276",1999,6,"T004",1.57,0.06,13.4,0.46,21.43,0.9,31.65,15.27,3
"3277",1999,6,"T010",3.14,0.06,8.76,0.39,18,0.71,32.06,15.16,2
"3278",1999,6,"T100",0.36,0.13,0.28,0.46,9.07,0.61,34.64,13.72,1
"3279",1999,6,"T135",0.593333333333333,0.0966666666666667,0.246666666666667,0.973333333333333,10.0233333333333,0.39,34.7033333333333,13.9933333333333,1
"3281",1999,6,"T235",0.346666666666667,0.15,0.626666666666667,0.773333333333333,6.19,0.42,34.8233333333333,13.0533333333333,2.66666666666667
"3282",1999,6,"VLIS",46.57,0.985,11.28,6.285,75.5,2.65,29.5,16.805,28.5
"3283",1999,6,"W02",9.57,0.16,10.6,0.71,31.64,1.16,31.83,17.13,7
"3284",1999,6,"W20",10.07,0.36,2.2,2.31,24.43,0.87,33.37,16.11,3
"3285",1999,6,"W70",0.57,0.06,1.22,0.57,10,0.36,34.95,14.24,2
"3286",1999,6,"WISS",9.61666666666667,0.39,8.81333333333333,4.54666666666667,33.5933333333333,1.37666666666667,31.1566666666667,17.01,4
"3287",1999,6,"ZIJP",20.8566666666667,0.86,14.04,6.25333333333333,45.74,2.11,28.78,17.1433333333333,2.33333333333333
"3288",1999,6,"ZUID",13.41,1.89,12.23,14.28,71.035,6.25,30.6,16.5,46.5
"3289",1999,7,"DANT",3.14,1.42,27.1,7.105,65.355,6.035,23.415,20.35,74
"3295",1999,7,"HUIB",8.535,1.05,10.36,4.435,36.535,2.305,30.465,19.35,8
"3298",1999,7,"N02",13.3333333333333,0.476666666666667,15.9133333333333,3.39333333333333,38.07,1.65,29.4366666666667,18.1333333333333,12
"3301",1999,7,"N70",0.56,0.0633333333333333,1.81333333333333,0.58,10.5466666666667,0.48,34.9066666666667,16.45,2.33333333333333
"3302",1999,7,"R03",2.57,0.36,8.4,0.85,26.29,1.36,31.27,17.92,4
"3303",1999,7,"R50",0.39,0.03,3.1,0.5,13.5,0.61,32.97,16.54,3
"3304",1999,7,"R70",0.43,0.03,2.84,0.28,18.43,0.74,33.37,16.65,1
"3307",1999,7,"T004",1.69,0.116666666666667,6.74,1.03333333333333,23.07,1.05666666666667,32.07,17.7266666666667,4.33333333333333
"3308",1999,7,"T010",1.66666666666667,0.0933333333333333,4.4,1.18666666666667,20.9733333333333,0.793333333333333,32.46,17.36,2
"3309",1999,7,"T100",0.606666666666667,0.15,0.253333333333333,1.04333333333333,7.12,0.43,34.5866666666667,15.7166666666667,1
"3310",1999,7,"T135",0.625,0.115,0.18,0.71,6.54,0.29,34.815,16.345,1
"3311",1999,7,"T175",0.485,0.11,0.39,0.77,7.5,0.385,34.86,16.445,1
"3312",1999,7,"T235",0.535,0.115,0.46,0.925,7.355,0.42,34.76,16.215,1
"3314",1999,7,"W02",2.36,0.16,9.74,0.89,27.43,1.26,32.53,19.78,11
"3315",1999,7,"W20",3.5,0.19,3.68,1.03,20.79,0.87,33.44,18.48,5
"3316",1999,7,"W70",0.43,0.1,0.94,0.89,7.79,0.45,35.11,16.31,2
"3319",1999,7,"ZUID",19.82,3.535,25,25.24,83.68,8.445,29.99,20.1,100.5
"3320",1999,8,"DANT",10.925,1.435,16.2,6.855,65.82,5.265,31.11,19.65,90.15
"3322",1999,8,"G6",4.71,0.65,2.4,4.84,25,1.61,31.01,20.17,7
"3323",1999,8,"GROO",62.86,5.715,9.14,83.485,122.36,9.61,20.82,18.9,81.5
"3324",1999,8,"HAMM",3.34666666666667,1.23666666666667,2.42666666666667,3.65333333333333,24.64,2.18333333333333,31.4333333333333,20.12,6.33333333333333
"3325",1999,8,"HANS",139.05,5.04,2.86,26.96,169.333333333333,6.76,22.3466666666667,20.32,32.3333333333333
"3326",1999,8,"HUIB",14.32,1.805,5.52,8.865,46.855,3.535,30.68,19.2,14.5
"3327",1999,8,"LODS",1.70333333333333,1.84333333333333,2.27333333333333,1.66333333333333,29.2133333333333,2.91666666666667,31.0466666666667,20.3466666666667,5.33333333333333
"3328",1999,8,"MARS",8.285,0.69,6.41,3.205,34.86,1.95,30.665,19.05,15
"3331",1999,8,"N20",5.07,0.26,5.45,2.225,18.715,0.84,32.02,19.15,2
"3332",1999,8,"N70",1.125,0.1,0.84,2.74,9.075,0.42,35.04,18.15,1.5
"3337",1999,8,"SOEL",2.16,17.885,8.23,152.9,55.215,19.97,16.8,19.68,1.5
"3338",1999,8,"T004",1.73,0.26,5.83,2.135,22.18,1.355,32.52,18.3,9.5
"3339",1999,8,"T010",0.66,0.29,1.34,0.96,12.79,0.79,33.065,18.655,2
"3340",1999,8,"T100",0.5,0.1,0.36,1.475,7.575,0.435,34.535,17.315,1
"3341",1999,8,"T135",0.395,0.08,0.42,0.645,6.36,0.355,34.795,17.14,1
"3345",1999,8,"W02",4.57,0.52,1.2,3.92,25.29,1.42,32.65,20.26,14
"3346",1999,8,"W20",2.71,0.48,2.66,2.49,20.14,1.26,33.47,19.83,3
"3347",1999,8,"W70",0.82,0.13,1.18,1.25,8.71,0.48,35.08,18.12,2
"3348",1999,8,"WISS",3.59666666666667,0.786666666666667,3.40666666666667,3.66666666666667,22.36,1.58,31.9766666666667,19.8533333333333,6
"3350",1999,8,"ZUID",18.5,4.13,28.7,26.56,89.215,9.915,30.985,19.5,85
"3351",1999,9,"DANT",18.5,1.71,11.73,7.885,69.145,5.505,31.525,18.05,68.5
"3353",1999,9,"G6",12.86,1.32,5.6,11.46,37.64,2.97,30.57,19.45,24
"3354",1999,9,"GROO",69.145,5.55,16.22,89.71,131.425,9.88,21.395,19.5,74.5
"3357",1999,9,"HUIB",29.035,2.5,7.63,10.485,55.395,3.775,31.33,18.95,9
"3359",1999,9,"MARS",8.25,0.73,6.31,2.51,31.82,1.775,28.835,19.1,9.5
"3360",1999,9,"N02",14.21,1.03,2.52,9.68,30.86,1.74,29.83,19.53,6
"3361",1999,9,"N10",10.575,0.695,4.39,5.27,28.035,1.745,30.14,19.49,4.5
"3362",1999,9,"N20",11.5,0.77,2.3,5.45,23.71,1.32,31.19,19.36,1
"3363",1999,9,"N70",0.5,0.13,1.96,1.53,8.64,0.48,35.1,18.5,2
"3364",1999,9,"R03",18.5,1.78,4.64,4.63,44.57,3.13,32.23,19.52,10
"3365",1999,9,"R50",0.57,0.39,3.96,1.5,10.93,0.94,33.67,18.73,1
"3366",1999,9,"R70",0.57,0.32,3.84,1.85,9.57,0.81,33.97,18.63,2
"3369",1999,9,"T004",0.5,0.29,5.74,1.17,31.5,1.87,32.22,19.49,6
"3370",1999,9,"T010",0.57,0.32,3.16,0.93,12.64,0.81,32.69,19.24,2
"3371",1999,9,"T100",0.43,0.13,0.88,3.03,8.57,0.45,34.54,17.87,1
"3372",1999,9,"T135",0.43,0.06,1.74,1.07,6.5,0.42,34.83,17.83,1
"3373",1999,9,"T175",0.43,0.06,0.64,0.64,6.5,0.39,34.83,17.44,1
"3374",1999,9,"T235",0.36,0.1,0.98,0.82,5.79,0.39,34.71,16.8,1
"3376",1999,9,"W02",10.71,1.1,2.74,8.37,32.43,2.58,32.96,19.26,24
"3377",1999,9,"W20",11.57,0.97,2.5,7.01,24.79,1.74,33.36,19.35,7
"3378",1999,9,"W70",1.18,0.13,1.76,3.17,9.5,0.52,35.02,18.57,3
"3381",1999,9,"ZUID",45.215,4.15,18.8,24.05,107.145,8.975,31.975,19.3,69.5
"3382",1999,10,"DANT",31.285,0.905,14.7,14.61,77.25,3.92,28.555,11.015,76.5
"3383",1999,10,"DREI",8,2.52,4.22,8.37,31,3.29,30.58,10.3,3
"3384",1999,10,"G6",44.79,1.58,3.72,16.63,67.5,3.68,28.2,15.2,46
"3385",1999,10,"GROO",86.43,4.555,10.27,89.355,170.75,11.785,20.545,9.96,145
"3386",1999,10,"HAMM",26.21,1.58,1.84,13.53,42.57,2.23,32.06,12.79,7
"3388",1999,10,"HUIB",30.18,1.63,3.69,17.765,56.11,3.165,31.13,11.835,21.5
"3389",1999,10,"LODS",22.36,2.2,1.42,10.29,43.29,2.87,31.47,11.93,3
"3390",1999,10,"MARS",27.82,1.175,3.1,16.2,51.75,2.485,28.125,13.16,24
"3391",1999,10,"N02",43.93,1.81,3.04,19.12,60.71,2.42,28.64,15.2,8
"3392",1999,10,"N10",33.14,1.65,2.5,13.81,50.71,2.26,30.22,15.38,8
"3393",1999,10,"N20",16.14,1.65,2.2,5.84,30.29,1.97,32.87,15.59,4
"3394",1999,10,"N70",0.29,0.16,2.68,0.57,8.86,0.58,35.01,16.01,3
"3407",1999,10,"W02",22.86,1.36,2.62,12.28,40.07,2.52,32.89,15.13,28
"3408",1999,10,"W20",7.14,0.65,2.1,5.09,15.36,1.1,34.44,15.96,8
"3409",1999,10,"W70",0.57,0.29,2.18,0.64,4.93,0.65,35.04,16.45,3
"3410",1999,10,"WISS",25.64,1.49,2.56,14.85,43.71,2.45,32.18,13.16,14
"3411",1999,10,"ZIJP",31.64,2.45,1.8,25.2,51.71,3.13,30.6,12.58,4
"3413",1999,11,"DANT",29.07,0.84,8.08,12.57,69.14,3.62,30.7,6.27,79.8
"3414",1999,11,"DREI",11.29,1.68,1.2,7.55,32.5,2.32,30.19,5.87,1
"3416",1999,11,"GROO",108,3.23,5.68,86.15,164.14,7.59,19.43,4.08,86
"3417",1999,11,"HAMM",35.64,1.74,0.9,18.33,50.57,2.39,31.33,7.57,7
"3418",1999,11,"HANS",156,5.68,1.76,51.62,193.14,8.01,21.55,9.97,33
"3419",1999,11,"HUIB",29.57,1.29,2.64,13.92,45.86,2.07,30.8,6.52,9
"3420",1999,11,"LODS",35.57,1.81,0.76,12.14,52.57,2.42,31.16,6.34,4
"3421",1999,11,"MARS",28.93,0.77,6.18,10.47,66.79,3.39,28.4,7.11,68
"3427",1999,11,"SOEL",41.5,16.47,1.78,126.74,87.36,17.5,17.93,5.55,1
"3438",1999,11,"WISS",35.5,1.39,1.58,16.77,51.64,2.55,30.97,8.1,21
"3439",1999,11,"ZIJP",36.79,2.03,0.54,21.97,53.71,2.62,30.32,7.51,2
"3441",1999,12,"DANT",27.29,0.65,2.68,13.92,121.86,9.59,29.65,4.56,219
"3442",1999,12,"DREI",37.07,1.26,1.02,19.3,58.79,1.81,29.06,4.51,13
"3443",1999,12,"G6",70.14,1.65,1.86,33.29,95.57,3.68,26.96,5.68,43
"3444",1999,12,"GROO",365.07,2.07,0.36,147.74,473.57,13.56,8.28,0.71,222
"3446",1999,12,"HANS",209.36,5.55,1.04,87.93,253.79,8.46,17.32,7.14,31
"3447",1999,12,"HUIB",44.29,0.9,1,23.82,62.93,2,29.91,3.79,20
"3449",1999,12,"MARS",42.5,0.97,1.16,18.58,63.36,2.39,27.44,4.2,43
"3450",1999,12,"N02",85.14,1.87,1.22,38.8,100.64,2.74,25.56,5.49,25.5
"3452",1999,12,"N20",38.07,1.19,0.84,17.66,48.57,1.49,31.33,6.3,3
"3453",1999,12,"N70",5.57,0.39,0.84,2.24,12.79,0.65,35.05,7.92,4
"3455",1999,12,"SOEL",145.71,14.11,1.9,164.83,191.14,15.11,15.87,4.51,3
"3456",1999,12,"T004",31.07,0.97,2.08,13.28,51.86,2.39,30.47,5.6,32
"3457",1999,12,"T010",18.14,0.71,1.28,7.65,28.86,1.1,33.18,6.49,6
"3458",1999,12,"T100",4.71,0.55,0.56,4.56,10.29,0.69,34.57,7.71,3
"3459",1999,12,"T135",5.29,0.48,0.52,3.95,10.79,0.63,34.74,6.8,3
"3462",1999,12,"VLIS",54.64,1.87,0.96,25.13,88.21,5.46,30.83,7.3,61
"3463",1999,12,"W02",50.86,1.45,0.72,23.85,69.57,3.04,31.21,5.43,39
"3464",1999,12,"W20",32.71,0.97,1.5,11.93,42.29,1.42,33.11,6.25,8
"3465",1999,12,"W70",6.93,0.45,0.76,2.99,13.86,0.74,35.15,8.85,4
"3468",1999,12,"ZUID",74.57,1.16,1.64,45.21,131,5.36,26.89,3.82,87
"3469",2000,1,"DANT",63.43,0.97,13.6,26.38,160.71,9.11,23.21,4.12,212
"3470",2000,1,"DREI",44.71,1.29,1.2,21.4,66.86,1.74,28.44,4.23,1
"3471",2000,1,"G6",53.64,1.23,2.06,23.6,83.5,3.75,29.58,6.11,61
"3472",2000,1,"GROO",330.71,2.55,6.56,135.28,462.14,17.92,11.6,3.78,322
"3473",2000,1,"HAMM",56.93,1.61,0.58,27.7,71.21,2.36,30.07,5.24,16
"3475",2000,1,"HUIB",68.5,1.19,2.62,30.58,92.57,2.26,28.25,4.41,32
"3476",2000,1,"LODS",61.29,1.49,0.56,24.81,77.14,2,29.64,4.82,5
"3477",2000,1,"MARS",64.14,1.13,3.18,26.7,90.79,2.71,23.6,4.72,35
"3478",2000,1,"N02",94.21,1.65,0.56,42.36,110.07,2.45,24.09,5.67,12
"3479",2000,1,"N10",50.86,1.23,0.68,23.28,62.64,1.68,29.84,6.28,7
"3480",2000,1,"N20",28.93,0.97,0.86,12.53,37.93,1.26,32.68,6.56,4
"3481",2000,1,"N70",7.07,0.42,1.58,2.56,14.36,0.77,35.08,7.9,5
"3483",2000,1,"SOEL",166.86,14.43,4.64,191.17,215,15.1,14.8,4.32,0.5
"3484",2000,1,"T004",31.86,0.9,1.16,13.56,54.43,2.58,31.84,6.07,39
"3485",2000,1,"T010",30.64,0.87,1.1,13.21,42.14,1.49,31.87,6.02,11
"3486",2000,1,"T100",6.39,0.61,0.68,4.98,20.07,1,34.55,6.36,3
"3487",2000,1,"T135",4.89,0.48,0.52,3.7,10.57,0.81,34.65,6.44,2
"3488",2000,1,"T175",5.36,0.55,0.62,3.6,10.14,1.03,34.76,6.09,1
"3489",2000,1,"T235",6.57,0.55,0.84,3.35,12.36,0.84,34.97,5.92,3
"3491",2000,1,"W02",25.29,0.94,1.38,11,44.71,2.74,32.11,5.66,45
